kdgR	eda	gntR	idnR	idnO	idnT	idnK	gntU	gntK	idnD
0.19351450379532723	-0.002860451935065025	-0.5625231318767486	-0.08202609304608466	-0.022997028414712073	0.023371492093031403	-0.39692637739711223	-0.23508163349856345	0.5305968680075474	-0.07292903135752259
-0.017386751535017304	-0.4784516459178762	-0.0061000623570095	-0.03191863571651169	-0.21882369691806622	0.24659584380623611	0.33878131113251797	-0.021285020831761422	-0.44493352317371987	0.12667059907422912
0.21756313284586168	-0.3296350671432037	-0.08376520879681498	-0.1804003166186316	-0.3036209147186749	-0.2784247105634554	-0.20465199655202276	0.31850895959700387	-0.1907562831361937	-0.019843518421601758
0.2573449099381314	0.11435878035013151	-0.3908331572430937	0.5386270876772193	-0.12725202270518765	-0.025983855514925224	0.18711744503602895	0.08742079124832958	-0.5415453609706893	-0.4576947002000651
0.22164467816515018	-0.006666827646634913	0.340601784715896	0.6008476865855702	0.1979449185530671	-0.07024754415316325	-0.14500355882778787	-0.15152833785785919	0.10079616201210076	0.1983848044856318
-0.3116971750656528	0.2652749699104265	-0.15377107096874684	-0.1782100473924785	-0.15812125565050705	-0.03452384598157745	-0.15309903875379854	-0.07883073434357739	0.5107046474757975	-0.31463009293609523
-0.055274791579243844	-0.3744404310378557	-0.005579927565428829	-0.009083535840690455	0.08527872735772112	-0.1242169303902455	-0.2259552242915182	0.06799409026688358	0.010386959737479553	0.06076836289712699
-0.3323356767370976	0.022442460525968887	0.22199574891297588	-0.24253610737405012	-0.2984481735995415	-0.2858331139910073	-0.3387147667612158	0.08955462324499547	-0.0017634633520712951	-0.2535588073480318
0.20826541180537111	-0.16490981725719886	-0.4805588273544502	-0.16329347438370992	0.3413901345462287	0.09183839506645686	0.07661306507912792	-0.1481387193019465	-0.04656238534070989	0.3139086920990548
0.3199143325492984	-0.36299023516257023	0.430794470398179	0.019922909664839592	0.16292251801955349	0.1601501440483584	-0.06779216548877899	0.4084852514934931	-0.3411843082784252	0.06457454384235464
