kdgR	eda	gntR	idnR	idnO	idnT	idnK	gntU	gntK	idnD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21108070942650528
0.0	-0.5903127272613347	-0.9682289441116154	-0.668613218003884	0.0	-0.24076810595579445	0.2810621321941601	0.0	0.0	0.0
0.0	0.0	-0.7295597777701914	0.0	0.4409915778053456	0.0	-0.20281662328216565	0.0	0.0	0.0
-0.1852161071728915	0.0	0.0	-0.27633348130621016	-0.3912388760397679	0.0	0.0	-0.2504310600925237	-0.6482963568996638	0.1917367155671397
-0.9568129512481391	0.0	0.0	0.0	-0.33166352298916346	-0.4705523792654276	-0.583707048111142	-0.3979439486283809	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.36208028344389664	0.0	0.0	0.0
0.0	0.0	0.0	-0.10795911401510239	0.0	-0.37032684800215065	-0.4407018521060361	0.0	0.0	0.48635555706064193
-0.5312896287068725	-0.38094103150069714	-0.9277820943389088	-0.4144520564004779	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.1385515625588596	0.0	-0.787624950055033	-0.06504374801055557	0.0	0.0	0.0	-0.09185117948800325	0.13861972694362493
0.0	0.0	0.0	-0.1450182911939919	0.0	-0.0451390550006181	0.0	0.0	0.0	0.0
