"Time"	fur	rcnR	metJ	metR	metE	metH	metA	rcnA	hmp	ydfN

0	1.0455503	0.9310676	0.2004338	0.9090092	0.5396108	0.4522406	0.9977464	0.2326921	0.6323907	0.0472733
50	1.0858420	1.0359155	0.1672167	0.9793039	0.5164352	0.4233336	1.0372561	0.1339043	0.6081875	0.0134458
100	1.0821105	1.0156150	0.1152720	0.9278862	0.5160724	0.4223338	1.0583943	0.1432287	0.5935100	0.0016979
150	0.9827023	0.9554984	0.1306127	0.8827908	0.5501694	0.3804035	0.9944212	0.1087312	0.6785250	0.0027019
200	0.9033107	0.9656015	0.1243382	0.8866341	0.6290474	0.3758911	1.0612311	0.1461924	0.6859452	0.0013194
250	1.0313772	0.9625399	0.1878480	0.9566527	0.6242604	0.4244497	0.9828904	0.1373105	0.7372547	0.0014854
300	1.0129143	1.0016508	0.1916892	0.9417874	0.6312538	0.4275277	0.8763034	0.1416130	0.7212744	0.0031466
350	1.0063502	0.9767368	0.1469251	0.9938581	0.5518896	0.4995566	0.8730508	0.1047992	0.6853354	0.0000278
400	0.9500659	0.9957887	0.1383726	1.0543910	0.7155288	0.4420376	0.9252217	0.1075029	0.7242058	0.0047553
450	1.0469893	1.0106771	0.1635219	1.0323444	0.5853364	0.4324853	1.0353682	0.1072880	0.7247271	0.0061059
500	0.9818242	1.0138980	0.1769111	0.9527072	0.5823416	0.4294555	0.9522384	0.1222789	0.7841050	0.0003509
550	1.0240942	0.9577370	0.2105889	1.0507720	0.6054169	0.4482283	1.0598253	0.1905929	0.7624842	0.0376377
600	0.9944903	1.0334044	0.2037736	1.0357463	0.5712673	0.4842305	1.0230305	0.2238320	0.7069752	0.0477711
650	0.9714327	1.0189176	0.1737968	1.0308074	0.5303097	0.4659692	1.0549835	0.2288484	0.7360376	0.0523667
700	1.0693077	1.0023273	0.1883727	0.9429835	0.5858636	0.3932475	1.0447319	0.2473767	0.7454981	0.0673349
750	1.0089445	1.0222358	0.1975938	0.8510842	0.5906920	0.3971768	0.9582449	0.1975189	0.6738244	0.0753772
800	1.0529651	1.0600142	0.2052447	0.9142823	0.5932418	0.4468493	0.9868819	0.2112432	0.6519542	0.0527196
850	1.0434356	0.9166305	0.2033232	0.9715995	0.5589359	0.4894888	1.0366455	0.2245341	0.6512877	0.0744753
