hokD	relB	0.9999999993
alaS	relE	0.9999970271999999
ilvN	relE	0.9942196259999999
relB	relE	0.9939133818000001
relB	alaS	0.0043164525540000005
ilvN	alaS	0.001683223416
ilvN	hokD	0.00139542968
relB	ilvN	0.0013607461869999998
ilvN	relB	0.001257331075
relE	alaS	1.4524364699999999e-05
relE	hokD	1.4408422299999999e-05
relE	ilvN	9.289293541000001e-06
alaS	hokD	1.247133383e-06
alaS	relB	6.53016591e-07
hokD	relE	6.118487258999999e-10
hokD	ilvN	1.249580601e-18
relE	relB	0.0
alaS	ilvN	0.0
relB	hokD	0.0
hokD	alaS	0.0
