betI	lldR	1.0
hybD	lldR	1.0
lldP	lldR	1.0
ssb	lldR	1.0
ydeA	lldR	1.0
puuA	lldR	1.0
puuD	hybD	1.0
rplC	lldR	1.0
puuR	lldR	1.0
puuD	lldR	1.0
betA	lldR	1.0
betT	lldD	1.0
lldP	betI	0.9999999999
lldD	lldR	0.9999999984000001
rpsJ	lldR	0.9999999086
betB	lldD	0.9997738440999999
rpsJ	xylR	0.9961830856999999
betA	lldD	0.9939056329000001
lldP	rpsJ	0.9911998764
lldD	betI	0.9892212945000001
ydeA	betB	0.9788409954999999
betT	rpsJ	0.9689254287000001
betT	xylR	0.9687838594
betB	hybD	0.9659693168000001
ssb	betB	0.9658473888
betA	ydeA	0.9582914208
betI	betA	0.90019262
ssb	ackA	0.8772767495
puuA	ackA	0.7825592515
puuD	ssb	0.7111054543
lldP	fadJ	0.7016457502
hybD	puuA	0.6471762246
betI	betB	0.6410060376
lldR	betT	0.5152662596
lldP	hybD	0.1691232987
puuA	ssb	0.11321108560000001
puuA	rplC	0.09757326989
betB	fadJ	0.03403068317
betT	lldR	0.03103939688
betI	puuR	0.017797328759999998
betT	ackA	0.015690228799999997
puuA	lldD	0.005667839862
betA	betB	0.0047851754609999995
lldD	puuD	0.004458449896
lldD	betB	0.003678748496
betI	hybD	0.0026649915629999997
lldP	puuD	0.0021295804699999997
lldD	ackA	0.0015588284220000002
lldP	puuA	0.000537860397
betB	arcA	0.00020158397419999996
betB	rplC	1.6596205869999997e-05
betB	ackA	2.2376350099999997e-06
betB	rpsJ	1.754316391e-06
betT	puuR	7.514689739e-07
betB	puuR	7.306087159999999e-07
betT	fadJ	1.264413652e-07
rpsJ	puuR	6.889137847e-08
betT	hybD	4.89758131e-08
betT	betB	4.5438187989999995e-08
betT	puuA	1.336266011e-08
lldD	fadJ	1.405174005e-09
rpsJ	ackA	3.1268804819999996e-10
lldD	puuR	8.068923842e-11
lldD	lldP	6.719469190000001e-11
rplC	puuR	3.446328124e-11
lldD	hybD	1.3147420720000001e-11
betB	betA	1.187709625e-11
betA	ackA	9.415184251e-12
rpsJ	puuD	8.925340028999999e-12
lldD	rpsJ	6.051721176e-12
betB	lldR	1.5353467480000001e-12
lldD	puuA	1.470874433e-12
betB	xylR	1.218795563e-12
rpsJ	rplC	1.117168396e-12
lldD	rplC	1.073296197e-12
rpsJ	betI	8.572233902e-13
betB	appA	7.581740403e-13
rpsJ	lldP	7.575808615999999e-13
betB	betT	7.331213443000001e-13
betB	puuA	5.544748962e-13
rplC	rpsJ	4.338127771e-13
betB	lldP	4.312800007e-13
betB	betI	4.237660625e-13
rpsJ	betB	3.863167853e-13
betB	puuD	3.603750025e-13
betB	ssb	3.135432369e-13
betA	arcA	2.007768843e-13
lldD	arcA	1.750749637e-13
rpsJ	fadJ	1.722287606e-13
rpsJ	arcA	8.95951622e-14
rpsJ	lldD	7.663263442999999e-14
betA	puuR	6.201508599000001e-14
rplC	puuD	5.612595758e-14
betA	rpsJ	4.638896713999999e-14
lldD	betA	3.5433675869999996e-14
lldD	appA	2.106646429e-14
lldD	ssb	2.058676931e-14
lldD	ydeA	1.665435919e-14
puuA	fadJ	1.595020575e-14
lldD	xylR	1.566790122e-14
rplC	ssb	1.0117873e-14
rplC	ackA	9.070149750999999e-15
rpsJ	hybD	8.626559112e-15
puuA	rpsJ	6.624667249e-15
rpsJ	puuA	4.667765273e-15
rplC	fadJ	3.0913161559999997e-15
puuA	puuR	2.873639163e-15
rplC	lldD	2.6437809e-15
betT	arcA	2.090248983e-15
betT	ssb	1.279090003e-15
puuA	xylR	1.207868379e-15
betT	rplC	9.257171148e-16
puuA	betI	9.227765366e-16
puuA	puuD	4.910066300000001e-16
rplC	puuA	4.483289723e-16
rpsJ	ydeA	3.2650851489999997e-16
lldP	lldD	2.503186285e-16
rplC	arcA	2.0488299209999998e-16
betT	puuD	1.5249226919999998e-16
rplC	betI	1.3762233800000001e-16
betT	appA	1.079202735e-16
betT	betI	9.801755589e-17
puuA	betT	9.187013646e-17
puuA	arcA	8.787969343999999e-17
betT	lldP	8.545693515e-17
puuA	lldP	7.26561993e-17
rplC	lldP	6.560943628e-17
puuA	appA	6.481867157e-17
puuA	ydeA	5.821530986e-17
puuA	betA	4.976405337e-17
puuA	betB	4.797043493999999e-17
rpsJ	betA	4.5077108979999996e-17
rpsJ	betT	4.4199647020000003e-17
betT	ydeA	3.9554359689999993e-17
rpsJ	appA	2.906964199e-17
rplC	hybD	9.787155379e-18
rplC	betB	4.1956926919999996e-18
rplC	ydeA	2.0997124230000003e-19
puuD	rpsJ	2.0717567199999998e-19
rplC	betA	1.8889866199999998e-19
rplC	appA	1.7262251730000001e-19
rplC	xylR	1.326195968e-19
rplC	betT	1.257527491e-19
puuD	puuR	5.691999053000001e-21
puuD	lldD	3.5619636880000005e-21
puuD	puuA	2.140644353e-22
betA	fadJ	1.625319621e-22
puuD	betI	9.311754522999999e-23
betA	xylR	7.722585772e-23
betA	hybD	2.390575945e-23
betA	puuA	1.6532009859999998e-23
betA	puuD	1.325626657e-23
puuD	arcA	3.225698928e-24
puuD	rplC	2.761577143e-24
betA	appA	1.678551595e-24
betA	rplC	1.200441421e-24
betA	betT	1.181972623e-24
betA	betI	1.0210850359999999e-24
betA	ssb	7.272404104999999e-25
ssb	puuR	4.723796169e-27
ssb	rpsJ	7.661596636e-31
betI	fadJ	2.0249827129999997e-33
betI	puuD	1.442251497e-33
ssb	puuD	4.198194914e-34
betI	rpsJ	2.3442538219999995e-34
betI	puuA	9.286850229e-35
ssb	puuA	4.309283494e-35
ssb	lldD	1.0049071189999998e-35
ssb	fadJ	1.0787918429999999e-36
ssb	arcA	3.719448082e-37
betI	ackA	2.732314452e-37
betI	arcA	1.241819583e-37
betI	xylR	7.398640243999999e-38
