0	0	0	0	0	0	0	0	0	0	0
1.039855861e-18	0	8.980512434e-21	1	9.395112323e-22	1.17657782e-22	3.266476379e-22	0.9941278574	1.099064458e-22	1.241982078e-22	1.692320166e-22
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
3.126584581e-31	2.531992523e-28	4.557010113e-31	6.240132853e-30	1	0	1.885070263e-31	1.807494845e-31	2.203394333e-31	2.088757731e-31	2.314446585e-31
1	2.569943923e-15	1.434405309e-15	1.424087288e-15	4.940794619e-15	2.266284991e-15	0	4.835158153e-15	2.157530197e-15	5.263263974e-15	2.179908048e-15
0	1	0.9999999996	5.089208811e-25	0.8303640886	9.434080318e-11	0.6089863298	0	0	6.376918629e-11	0
1	0.9844235046	3.775904993e-19	5.758709812e-16	0.9788374217	3.689339165e-19	3.801312198e-19	1.137393848e-18	0	4.08174542e-19	3.82879232e-19
0	0	0	0	0	0	0	0	0	0	0
0.9999999642	4.193901764e-09	2.951128996e-09	5.47968143e-09	4.09371426e-09	3.759650062e-09	2.928309428e-09	4.630251764e-09	3.413252554e-09	4.364871536e-09	0
