0	0	0	0	0	0	0	0	0	0	0
0.9942805017	0	0.0004626471276	0.0007828336079	0.0002929866979	0.00029390049	0.0002989190065	0.000377357822	0.0002900684729	0.002622746117	0.0002980389797
2.879696971e-18	0.9986883242	0	1.287143837e-17	1.221599963e-17	3.446748658e-18	1.455065692e-17	2.878266886e-18	1.971587065e-14	4.404550264e-17	0.9999993299
1.118662993e-22	1	2.246700485e-22	0	5.213320084e-24	5.219676719e-24	2.174359803e-23	1.238476017e-23	2.158354011e-23	2.530589369e-21	3.292622733e-22
5.111268738e-06	0.2482791222	1.858850407e-06	0.7516881404	0	7.882233111e-07	1.459926175e-06	4.134063101e-06	1.689465675e-06	1.731661236e-06	1.59639496e-05
6.441172376e-16	3.745476434e-12	4.937608202e-15	1	5.046916798e-15	0	6.165846307e-16	2.041610863e-15	1.130636079e-11	1.589043799e-14	8.912373778e-15
0.06392974834	0.05765818915	0.059896938	0.09481464018	0.1307371269	0.05011575514	0	0.08679443357	0.3191210454	0.05924153321	0.07769059014
4.10731397e-07	2.506182519e-05	1.113684374e-07	0.9997255669	2.15753762e-05	1.403256866e-06	0.7109232984	0	1.047497707e-07	1.199535556e-06	2.734286484e-07
7.274487739e-13	0.9999992453	9.871644439e-10	1.805243189e-11	6.533945926e-13	5.707580595e-12	0.9717744936	7.765891302e-13	0	2.079394645e-12	0.01705866158
0.8054771142	0.9999854383	7.315591823e-07	7.119287262e-06	2.887346537e-07	2.272948592e-07	7.529809427e-07	2.614767654e-07	1.433903872e-06	0	1.4832512e-06
4.872597029e-15	1	3.015069125e-12	8.768146711e-14	4.300472562e-15	4.794391833e-15	5.231640924e-15	4.55066181e-15	1.443739586e-14	1.988897764e-14	0
